english	spanish	accepted_es	accepted_en	split
tom lost his job	tom perdió su trabajo	tom perdió su trabajo	tom lost his job	train
i came by bus	yo vine en autobús	yo vine en autobús	i came by bus	train
tom is quite forgetful	tom es bastante olvidadizo	tom es bastante olvidadizo	tom is quite forgetful	train
count on me	cuenta conmigo	cuenta conmigo	count me in|count on me	train
i feel so lonely	me siento tan sola	me siento tan sola	i feel so lonely	train
they dont speak spanish	ellos no hablan español	ellos no hablan español	they dont speak spanish	train
im studying french now	estoy estudiando francés ahora	estoy estudiando francés ahora	im studying french now	train
tom has two children	tom tiene dos niños	tom tiene dos niños	tom has two children	train
toms swimming	tom está nadando	tom está nadando	toms swimming	train
i see your table	estoy viendo tu mesa	estoy viendo tu mesa|veo tu mesa	i see your table	train
you have until midnight	tienes hasta medianoche	tenés hasta la medianoche|tenés hasta medianoche|tiene hasta la medianoche|tiene hasta medianoche|tienen hasta la medianoche|tienen hasta medianoche|tienes hasta la medianoche|tienes hasta medianoche	you have until midnight	train
i love my school	me encanta mi escuela	me encanta mi escuela	i love my school	train
i dont eat meat	no como carne	no como carne	i dont eat meat	train
my opinion has changed	he cambiado de opinión	he cambiado de opinión	my opinion has changed	train
you can come	puedes venir	puedes venir	you can come|you can come with	train
its hard to choose	es una elección difícil	es una elección difícil	its hard to choose	train
the door wont close	la puerta no cierra	la puerta no cierra	the door wont close	train
welcome to tatoeba !	bienvenida a tatoeba	bienvenida a tatoeba|bienvenidas a tatoeba|bienvenido a tatoeba|bienvenidos a tatoeba	welcome to tatoeba !	train
i hear only you	yo sólo te escucho	yo sólo te escucho	i hear only you	train
tomorrow it will rain	va a llover mañana	va a llover mañana	tomorrow it will rain	train
its very good	es muy bueno	es muy bueno|está muy bien	its very good	train
you are so stupid	sos muy estúpido	sos muy estúpido	you are so stupid	train
you should sleep	deberías dormir	deberías dormir	you should sleep	train
everythings so cheap	todo está muy barato	todo está muy barato	everythings so cheap	train
tom doesnt need glasses	tom no necesita lentes	tom no necesita lentes	tom doesnt need glasses	train
just forget it	olvídalo ya	olvídalo ya	just forget it	train
lets go swimming	vayamos a nadar	vayamos a nadar	lets go swimming	train
you told him so	le dijiste que sí	le dijiste que sí	you told her so|you told her yes|you told him so	train
tom is lying	tom está mintiendo	tom está mintiendo	tom is lying|toms lying	train
she is awake	ella está despierta	ella está despierta|está despierta	she is awake	train
eating is good	comer es bueno	comer es bueno	eating is good	train
shes in danger	ella está en peligro	ella está en peligro	shes in danger	train
write an answer	escribe una respuesta	escribe una respuesta	write an answer	train
youre smart	sos lista	eres inteligente|eres lista|eres listo|son inteligentes|son listos|sos inteligente|sos lista|sos listo	youre smart	train
it was night	era de noche	era de noche	it was night	train
tom was tortured	tom fue torturado	tom fue torturado	tom was tortured	train
youre back	ya estás aquí	estás de vuelta|ya estás aquí|ya has vuelto	youre back	train
go on in	entra	entra|entre|entren	come on inside|come right in|get inside|go inside|go on in|go on inside	train
i call him mike	yo le llamo mike	yo le llamo mike	i call him mike	train
i want to change	quiero cambiar	quiero cambiar	i want to change	train
im leaving on sunday	me voy el domingo	me voy el domingo	im leaving on sunday	train
it was a dream	era un sueño	era un sueño	it was a dream	train
please dont ask	por favor no preguntes	por favor no preguntes	please dont ask	train
i miss my parents	extraño a mis padres	extraño a mis padres	i miss my parents	train
your friend is tired	tu amigo está cansado	tu amigo está cansado	your friend is tired	train
here use my key	toma usa mi llave	toma usa mi llave	here use my key	train
i feel like crying	tengo ganas de llorar	tengo ganas de llorar	i feel like crying|i want to cry	train
its lunch time	es hora de almorzar	es hora de almorzar|es hora del almuerzo	its lunch time|its time for lunch|lunch is on	train
she made him rich	ella lo hizo rico	ella lo hizo rico	she made him rich	train
tom waited for mary	tom esperó a mary	tom esperó a mary	tom waited for mary	train
please stop talking	por favor cállate	por favor cállate	just please be quiet|please stop talking	train
i need a doctor	necesito un doctor	necesito un doctor	i need a doctor	train
mary is my girlfriend	mary es mi novia	mary es mi novia	mary is my girlfriend	train
i only drink water	solo bebo agua	solo bebo agua	i only drink water	train
hes not my brother	no es mi hermano	no es mi hermano	hes not my brother	train
im always hungry	siempre estoy hambriento	siempre estoy hambriento|siempre tengo hambre	i always feel hungry|im always hungry	train
she speaks spanish well	ella sabe hablar español	ella habla bien español|ella sabe hablar español	she speaks spanish well	train
just do the job	limítate a trabajar	limítate a trabajar	just do the job	train
tom was still alive	tom aún estaba vivo	tom aún estaba vivo	tom was still alive	train
its your decision	es tu decisión	es tu decisión	its up to you|its your choice|its your decision	train
i doubt her words	dudo de sus palabras	dudo de sus palabras	i doubt her words|i doubt his words	train
tom was hungry	tom tenía hambre	tom tenía hambre	tom was hungry	train
he is very sad	él está muy triste	está muy triste|él está muy triste	he is very sad	train
tom isnt crying	tom no está llorando	tom no está llorando	tom is not crying|tom isnt crying	train
he lost everything	él lo perdió todo	él lo perdió todo	he lost everything	train
its not worth it	no merece la pena	no merece la pena	its not worth it	train
i was trapped	estaba atrapado	estaba atrapado	i was trapped	train
im doing okay	estoy bien	estoy bien	i am good|i am okay|i am well|im cool|im doing fine|im doing okay|im doing well|im fine|im ok|im okay|im well	train
i cant breathe	no puedo respirar	no puedo respirar	i cant breathe	train
it worked for tom	a tom le funcionó	a tom le funcionó	it worked for tom	train
shes patient	ella es paciente	ella es paciente	shes patient	train
we know you	te conocemos	a ti te conocemos|le conocemos a usted|os conocemos|te conocemos	we know you	train
dont cry she said	no llores dijo ella	no llores dijo ella	dont cry she said	train
tom will help you	tom te ayudará	tom te ayudará	tom will help you	train
speak for yourself	habla por ti mismo	habla por ti|habla por ti mismo	speak for yourself	train
she speaks seven languages	ella habla siete idiomas	ella habla siete idiomas	she speaks seven languages	train
im kind of busy	estoy un poco ocupado	estoy un poco ocupado	im a little busy|im kind of busy	train
i wasnt careful	no fui preocupado	no fui preocupado	i wasnt careful	train
i cant understand myself	no me puedo entender	no me puedo entender	i cant understand myself	train
they need the money	necesitan el dinero	necesitan el dinero	they need the money	train
now i feel bad	ahora me siento mal	ahora me siento mal	now i feel bad	train
tom has short hair	tom tiene pelo corto	tom tiene pelo corto	tom has short hair	train
she walks	ella anda	anda|ella anda|ella camina	she walks	train
mary couldnt do it	mary no podría hacerlo	mary no podría hacerlo	mary couldnt do it	train
this one is full	este está lleno	este está lleno	this one is full	train
i wasnt happy	no era feliz	no era feliz	i wasnt happy	train
the food is good	la comida está buena	la comida está buena	the food is good	train
you still have time	todavía tenéis tiempo	todavía tenéis tiempo|todavía tienes tiempo	you still have time	train
were eating apples	estamos comiendo manzanas	estamos comiendo manzanas	were eating apples	train
weve all done that	todos hemos hecho eso	todos hemos hecho eso	weve all done that	train
thats correct	eso es correcto	es correcto|eso es correcto	that is correct|thats correct	train
youre reading	usted está leyendo	usted está leyendo	youre reading	train
i love that story	adoro esa historia	adoro esa historia	i love that story	train
youre just a girl	eres solo una chica	eres solo una chica	youre just a girl	train
its worth a try	merece la pena intentarlo	merece la pena intentarlo|vale la pena intentarlo	its worth a try	train
youre not welcome here	no eres bienvenido aquí	no eres bienvenido aquí	youre not welcome here	train
he changed his mind	él cambió de idea	él cambió de idea	he changed his mind	train
shall we begin ?	¿ empezamos ?	¿ empezamos ?	shall we begin ?	train
i listen to everything	escucho de todo	escucho de todo	i listen to everything	train
were all from boston	todos somos de boston	todos somos de boston	were all from boston	train
who ?	¿ quién ?	¿ quién ?	who ?	train
they arent here	no están aquí	no están aquí	they arent here	train
she cant swim	no sabe nadar	ella no sabe nadar|no sabe nadar	she cant swim	train
this ones different	este es diferente	este es diferente	this ones different	train
she felt bad	ella se sentía mal	ella se sentía mal	she didnt feel good|she didnt feel well|she felt bad	train
this is my mother	ésta es mi madre	esta es mi madre|ésta es mi madre	this is my mother	train
i like these	me gusta eso	me gusta eso	i like that|i like these	train
i dont feel well	no me siento bien	no me siento bien	i dont feel well|im not feeling well	train
tom is reading	tom está leyendo	tom está leyendo	tom is reading	train
youre disgusting !	¡ eres repugnante !	¡ eres repugnante !	youre disgusting !	train
i like your family	me gusta tu familia	me agrada tu familia|me gusta tu familia	i like your family	train
hold on there	espera allí	espera allí	hold on there	train
i will work	voy a trabajar	voy a trabajar	i go to work|i will work|ill work	train
youre nice	eres simpático	eres simpático	youre nice	train
it doesnt matter	no importa	eso no importa|no es importante|no importa	it doesnt matter|its not important	train
thats all thanks	eso es todo gracias	eso es todo gracias	thats all thanks	train
he cried	él lloró	él lloró	he cried	train
money is everything	el dinero es todo	el dinero es todo	money is everything	train
she is really cute	ella es realmente guapa	ella es realmente guapa	she is really cute	train
theres no difference	no hay diferencia	no hay diferencia|no hay ninguna diferencia	theres no difference	train
